method: org.apache.fop.layoutmgr.inline.LineLayoutManager$LineBreakingAlgorithm.updateData2:1153650079
$r19(552840075) -> $r19(1422497755) 
0(1422497755) -> 0(2039987300) 
this(1422497755) -> this(2039987300) 
bestActiveNode(1422497755) -> bestActiveNode(2039987300) 
par(1422497755) -> par(2039987300) 
textDiff(1422497755) -> textDiff(2039987300) 
$r0(1422497755) -> $r0(2039987300) 
$r1(1422497755) -> $r1(2039987300) 
$r3(1422497755) -> $r3(2039987300) 
$r4(1422497755) -> $r4(2039987300) 
$r5(1422497755) -> $r5(2039987300) 
$r6(1422497755) -> $r6(2039987300) 
$r7(1422497755) -> $r7(2039987300) 
$r8(1422497755) -> $r8(2039987300) 
$r9(1422497755) -> $r9(2039987300) 
$r10(1422497755) -> $r10(2039987300) 
$r11(1422497755) -> $r11(2039987300) 
$r14(1422497755) -> $r14(2039987300) 
$r15(1422497755) -> $r15(2039987300) 
$r16(1422497755) -> $r16(2039987300) 
$r17(1422497755) -> $r17(2039987300) 
$r18(1422497755) -> $r18(2039987300) 
$r19(1422497755) -> $r19(2039987300) 
0(1422497755) -> 0(711503419) 
this(1422497755) -> this(711503419) 
bestActiveNode(1422497755) -> bestActiveNode(711503419) 
par(1422497755) -> par(711503419) 
textDiff(1422497755) -> textDiff(711503419) 
$r0(1422497755) -> $r0(711503419) 
$r1(1422497755) -> $r1(711503419) 
$r3(1422497755) -> $r3(711503419) 
$r4(1422497755) -> $r4(711503419) 
$r5(1422497755) -> $r5(711503419) 
$r6(1422497755) -> $r6(711503419) 
$r7(1422497755) -> $r7(711503419) 
$r8(1422497755) -> $r8(711503419) 
$r9(1422497755) -> $r9(711503419) 
$r10(1422497755) -> $r10(711503419) 
$r11(1422497755) -> $r11(711503419) 
$r14(1422497755) -> $r14(711503419) 
$r15(1422497755) -> $r15(711503419) 
$r16(1422497755) -> $r16(711503419) 
$r17(1422497755) -> $r17(711503419) 
$r18(1422497755) -> $r18(711503419) 
$r19(1422497755) -> $r19(711503419) 
0(711503419) -> 0(1049016637) 
this(711503419) -> this(1049016637) 
bestActiveNode(711503419) -> bestActiveNode(1049016637) 
par(711503419) -> par(1049016637) 
textDiff(711503419) -> textDiff(1049016637) 
$r0(711503419) -> $r0(1049016637) 
$r1(711503419) -> $r1(1049016637) 
$r3(711503419) -> $r3(1049016637) 
$r4(711503419) -> $r4(1049016637) 
$r5(711503419) -> $r5(1049016637) 
$r6(711503419) -> $r6(1049016637) 
$r7(711503419) -> $r7(1049016637) 
$r8(711503419) -> $r8(1049016637) 
$r9(711503419) -> $r9(1049016637) 
$r10(711503419) -> $r10(1049016637) 
$r11(711503419) -> $r11(1049016637) 
$r14(711503419) -> $r14(1049016637) 
$r15(711503419) -> $r15(1049016637) 
$r16(711503419) -> $r16(1049016637) 
$r17(711503419) -> $r17(1049016637) 
$r18(711503419) -> $r18(1049016637) 
$r19(711503419) -> $r19(1049016637) 
0(1049016637) -> 0(335786397) 
this(1049016637) -> this(335786397) 
bestActiveNode(1049016637) -> bestActiveNode(335786397) 
par(1049016637) -> par(335786397) 
textDiff(1049016637) -> textDiff(335786397) 
$r0(1049016637) -> $r0(335786397) 
$r1(1049016637) -> $r1(335786397) 
$r3(1049016637) -> $r3(335786397) 
$r4(1049016637) -> $r4(335786397) 
$r5(1049016637) -> $r5(335786397) 
$r6(1049016637) -> $r6(335786397) 
$r7(1049016637) -> $r7(335786397) 
$r8(1049016637) -> $r8(335786397) 
$r9(1049016637) -> $r9(335786397) 
$r10(1049016637) -> $r10(335786397) 
$r11(1049016637) -> $r11(335786397) 
$r14(1049016637) -> $r14(335786397) 
$r15(1049016637) -> $r15(335786397) 
$r16(1049016637) -> $r16(335786397) 
$r17(1049016637) -> $r17(335786397) 
$r18(1049016637) -> $r18(335786397) 
$r19(1049016637) -> $r19(335786397) 
0(335786397) -> 0(2122433710) 
this(335786397) -> this(2122433710) 
bestActiveNode(335786397) -> bestActiveNode(2122433710) 
par(335786397) -> par(2122433710) 
textDiff(335786397) -> textDiff(2122433710) 
$r0(335786397) -> $r0(2122433710) 
$r1(335786397) -> $r1(2122433710) 
$r3(335786397) -> $r3(2122433710) 
$r4(335786397) -> $r4(2122433710) 
$r5(335786397) -> $r5(2122433710) 
$r6(335786397) -> $r6(2122433710) 
$r7(335786397) -> $r7(2122433710) 
$r8(335786397) -> $r8(2122433710) 
$r9(335786397) -> $r9(2122433710) 
$r10(335786397) -> $r10(2122433710) 
$r11(335786397) -> $r11(2122433710) 
$r14(335786397) -> $r14(2122433710) 
$r15(335786397) -> $r15(2122433710) 
$r16(335786397) -> $r16(2122433710) 
$r17(335786397) -> $r17(2122433710) 
$r18(335786397) -> $r18(2122433710) 
$r19(335786397) -> $r19(2122433710) 
0(2122433710) -> 0(605911901) 
this(2122433710) -> this(605911901) 
bestActiveNode(2122433710) -> bestActiveNode(605911901) 
par(2122433710) -> par(605911901) 
textDiff(2122433710) -> textDiff(605911901) 
$r0(2122433710) -> $r0(605911901) 
$r1(2122433710) -> $r1(605911901) 
$r3(2122433710) -> $r3(605911901) 
$r4(2122433710) -> $r4(605911901) 
$r5(2122433710) -> $r5(605911901) 
$r6(2122433710) -> $r6(605911901) 
$r7(2122433710) -> $r7(605911901) 
$r8(2122433710) -> $r8(605911901) 
$r9(2122433710) -> $r9(605911901) 
$r10(2122433710) -> $r10(605911901) 
$r11(2122433710) -> $r11(605911901) 
$r14(2122433710) -> $r14(605911901) 
$r15(2122433710) -> $r15(605911901) 
$r16(2122433710) -> $r16(605911901) 
$r17(2122433710) -> $r17(605911901) 
$r18(2122433710) -> $r18(605911901) 
$r19(2122433710) -> $r19(605911901) 
0(2039987300) -> 0(605911901) 
this(2039987300) -> this(605911901) 
bestActiveNode(2039987300) -> bestActiveNode(605911901) 
par(2039987300) -> par(605911901) 
textDiff(2039987300) -> textDiff(605911901) 
$r0(2039987300) -> $r0(605911901) 
$r1(2039987300) -> $r1(605911901) 
$r3(2039987300) -> $r3(605911901) 
$r4(2039987300) -> $r4(605911901) 
$r5(2039987300) -> $r5(605911901) 
$r6(2039987300) -> $r6(605911901) 
$r7(2039987300) -> $r7(605911901) 
$r8(2039987300) -> $r8(605911901) 
$r9(2039987300) -> $r9(605911901) 
$r10(2039987300) -> $r10(605911901) 
$r11(2039987300) -> $r11(605911901) 
$r14(2039987300) -> $r14(605911901) 
$r15(2039987300) -> $r15(605911901) 
$r16(2039987300) -> $r16(605911901) 
$r17(2039987300) -> $r17(605911901) 
$r18(2039987300) -> $r18(605911901) 
$r19(2039987300) -> $r19(605911901) 
0(605911901) -> 0(573724132) 
this(605911901) -> this(573724132) 
bestActiveNode(605911901) -> bestActiveNode(573724132) 
par(605911901) -> par(573724132) 
textDiff(605911901) -> textDiff(573724132) 
$r0(605911901) -> $r0(573724132) 
$r1(605911901) -> $r1(573724132) 
$r3(605911901) -> $r3(573724132) 
$r4(605911901) -> $r4(573724132) 
$r5(605911901) -> $r5(573724132) 
$r6(605911901) -> $r6(573724132) 
$r7(605911901) -> $r7(573724132) 
$r8(605911901) -> $r8(573724132) 
$r9(605911901) -> $r9(573724132) 
$r10(605911901) -> $r10(573724132) 
$r11(605911901) -> $r11(573724132) 
$r14(605911901) -> $r14(573724132) 
$r15(605911901) -> $r15(573724132) 
$r16(605911901) -> $r16(573724132) 
$r17(605911901) -> $r17(573724132) 
$r18(605911901) -> $r18(573724132) 
$r19(605911901) -> $r19(573724132) 
0(573724132) -> 0(703597127) 
this(573724132) -> this(703597127) 
bestActiveNode(573724132) -> bestActiveNode(703597127) 
par(573724132) -> par(703597127) 
textDiff(573724132) -> textDiff(703597127) 
$r0(573724132) -> $r0(703597127) 
$r1(573724132) -> $r1(703597127) 
$r3(573724132) -> $r3(703597127) 
$r4(573724132) -> $r4(703597127) 
$r5(573724132) -> $r5(703597127) 
$r6(573724132) -> $r6(703597127) 
$r7(573724132) -> $r7(703597127) 
$r8(573724132) -> $r8(703597127) 
$r9(573724132) -> $r9(703597127) 
$r10(573724132) -> $r10(703597127) 
$r11(573724132) -> $r11(703597127) 
$r14(573724132) -> $r14(703597127) 
$r15(573724132) -> $r15(703597127) 
$r16(573724132) -> $r16(703597127) 
$r17(573724132) -> $r17(703597127) 
$r18(573724132) -> $r18(703597127) 
$r19(573724132) -> $r19(703597127) 
0(703597127) -> 0(1311953107) 
this(703597127) -> this(1311953107) 
bestActiveNode(703597127) -> bestActiveNode(1311953107) 
par(703597127) -> par(1311953107) 
textDiff(703597127) -> textDiff(1311953107) 
$r0(703597127) -> $r0(1311953107) 
$r1(703597127) -> $r1(1311953107) 
$r3(703597127) -> $r3(1311953107) 
$r4(703597127) -> $r4(1311953107) 
$r5(703597127) -> $r5(1311953107) 
$r6(703597127) -> $r6(1311953107) 
$r7(703597127) -> $r7(1311953107) 
$r8(703597127) -> $r8(1311953107) 
$r9(703597127) -> $r9(1311953107) 
$r10(703597127) -> $r10(1311953107) 
$r11(703597127) -> $r11(1311953107) 
$r14(703597127) -> $r14(1311953107) 
$r15(703597127) -> $r15(1311953107) 
$r16(703597127) -> $r16(1311953107) 
$r17(703597127) -> $r17(1311953107) 
$r18(703597127) -> $r18(1311953107) 
$r19(703597127) -> $r19(1311953107) 
0(1311953107) -> 0(1294780551) 
this(1311953107) -> this(1294780551) 
bestActiveNode(1311953107) -> bestActiveNode(1294780551) 
par(1311953107) -> par(1294780551) 
textDiff(1311953107) -> textDiff(1294780551) 
$r0(1311953107) -> $r0(1294780551) 
$r1(1311953107) -> $r1(1294780551) 
$r3(1311953107) -> $r3(1294780551) 
$r4(1311953107) -> $r4(1294780551) 
$r5(1311953107) -> $r5(1294780551) 
$r6(1311953107) -> $r6(1294780551) 
$r7(1311953107) -> $r7(1294780551) 
$r8(1311953107) -> $r8(1294780551) 
$r9(1311953107) -> $r9(1294780551) 
$r10(1311953107) -> $r10(1294780551) 
$r11(1311953107) -> $r11(1294780551) 
$r14(1311953107) -> $r14(1294780551) 
$r15(1311953107) -> $r15(1294780551) 
$r16(1311953107) -> $r16(1294780551) 
$r17(1311953107) -> $r17(1294780551) 
$r18(1311953107) -> $r18(1294780551) 
$r19(1311953107) -> $r19(1294780551) 
0(1311953107) -> 0(1781265600) 
this(1311953107) -> this(1781265600) 
bestActiveNode(1311953107) -> bestActiveNode(1781265600) 
par(1311953107) -> par(1781265600) 
textDiff(1311953107) -> textDiff(1781265600) 
$r0(1311953107) -> $r0(1781265600) 
$r1(1311953107) -> $r1(1781265600) 
$r3(1311953107) -> $r3(1781265600) 
$r4(1311953107) -> $r4(1781265600) 
$r5(1311953107) -> $r5(1781265600) 
$r6(1311953107) -> $r6(1781265600) 
$r7(1311953107) -> $r7(1781265600) 
$r8(1311953107) -> $r8(1781265600) 
$r9(1311953107) -> $r9(1781265600) 
$r10(1311953107) -> $r10(1781265600) 
$r11(1311953107) -> $r11(1781265600) 
$r14(1311953107) -> $r14(1781265600) 
$r15(1311953107) -> $r15(1781265600) 
$r16(1311953107) -> $r16(1781265600) 
$r17(1311953107) -> $r17(1781265600) 
$r18(1311953107) -> $r18(1781265600) 
$r19(1311953107) -> $r19(1781265600) 
0(1781265600) -> 0(1808900020) 
this(1781265600) -> this(1808900020) 
bestActiveNode(1781265600) -> bestActiveNode(1808900020) 
par(1781265600) -> par(1808900020) 
textDiff(1781265600) -> textDiff(1808900020) 
$r0(1781265600) -> $r0(1808900020) 
$r1(1781265600) -> $r1(1808900020) 
$r3(1781265600) -> $r3(1808900020) 
$r4(1781265600) -> $r4(1808900020) 
$r5(1781265600) -> $r5(1808900020) 
$r6(1781265600) -> $r6(1808900020) 
$r7(1781265600) -> $r7(1808900020) 
$r8(1781265600) -> $r8(1808900020) 
$r9(1781265600) -> $r9(1808900020) 
$r10(1781265600) -> $r10(1808900020) 
$r11(1781265600) -> $r11(1808900020) 
$r14(1781265600) -> $r14(1808900020) 
$r15(1781265600) -> $r15(1808900020) 
$r16(1781265600) -> $r16(1808900020) 
$r17(1781265600) -> $r17(1808900020) 
$r18(1781265600) -> $r18(1808900020) 
$r19(1781265600) -> $r19(1808900020) 
0(1808900020) -> 0(346219474) 
this(1808900020) -> this(346219474) 
bestActiveNode(1808900020) -> bestActiveNode(346219474) 
par(1808900020) -> par(346219474) 
textDiff(1808900020) -> textDiff(346219474) 
$r0(1808900020) -> $r0(346219474) 
$r1(1808900020) -> $r1(346219474) 
$r3(1808900020) -> $r3(346219474) 
$r4(1808900020) -> $r4(346219474) 
$r5(1808900020) -> $r5(346219474) 
$r6(1808900020) -> $r6(346219474) 
$r7(1808900020) -> $r7(346219474) 
$r8(1808900020) -> $r8(346219474) 
$r9(1808900020) -> $r9(346219474) 
$r10(1808900020) -> $r10(346219474) 
$r11(1808900020) -> $r11(346219474) 
$r14(1808900020) -> $r14(346219474) 
$r15(1808900020) -> $r15(346219474) 
$r16(1808900020) -> $r16(346219474) 
$r17(1808900020) -> $r17(346219474) 
$r18(1808900020) -> $r18(346219474) 
$r19(1808900020) -> $r19(346219474) 
0(1294780551) -> 0(924925606) 
this(1294780551) -> this(924925606) 
bestActiveNode(1294780551) -> bestActiveNode(924925606) 
par(1294780551) -> $r15(924925606) 
par(1294780551) -> par(924925606) 
textDiff(1294780551) -> textDiff(924925606) 
$r0(1294780551) -> $r0(924925606) 
$r1(1294780551) -> $r1(924925606) 
$r3(1294780551) -> $r3(924925606) 
$r4(1294780551) -> $r4(924925606) 
$r5(1294780551) -> $r5(924925606) 
$r6(1294780551) -> $r6(924925606) 
$r7(1294780551) -> $r7(924925606) 
$r8(1294780551) -> $r8(924925606) 
$r9(1294780551) -> $r9(924925606) 
$r10(1294780551) -> $r10(924925606) 
$r11(1294780551) -> $r11(924925606) 
$r14(1294780551) -> $r14(924925606) 
$r16(1294780551) -> $r16(924925606) 
$r17(1294780551) -> $r17(924925606) 
$r18(1294780551) -> $r18(924925606) 
$r19(1294780551) -> $r19(924925606) 
0(924925606) -> 0(-924925606) 
this(924925606) -> this(-924925606) 
bestActiveNode(924925606) -> bestActiveNode(-924925606) 
par(924925606) -> par(-924925606) 
textDiff(924925606) -> textDiff(-924925606) 
$r0(924925606) -> $r0(-924925606) 
$r1(924925606) -> $r1(-924925606) 
$r3(924925606) -> $r3(-924925606) 
$r4(924925606) -> $r4(-924925606) 
$r5(924925606) -> $r5(-924925606) 
$r6(924925606) -> $r6(-924925606) 
$r7(924925606) -> $r7(-924925606) 
$r8(924925606) -> $r8(-924925606) 
$r9(924925606) -> $r9(-924925606) 
$r10(924925606) -> $r10(-924925606) 
$r11(924925606) -> $r11(-924925606) 
$r14(924925606) -> $r14(-924925606) 
$r15(924925606) -> $r15(-924925606) 
$r17(924925606) -> $r17(-924925606) 
$r18(924925606) -> $r18(-924925606) 
$r19(924925606) -> $r19(-924925606) 
0(-924925606) -> 0(1738023056) 
this(-924925606) -> this(1738023056) 
bestActiveNode(-924925606) -> bestActiveNode(1738023056) 
par(-924925606) -> par(1738023056) 
textDiff(-924925606) -> textDiff(1738023056) 
$r0(-924925606) -> $r0(1738023056) 
$r1(-924925606) -> $r1(1738023056) 
$r3(-924925606) -> $r3(1738023056) 
$r4(-924925606) -> $r4(1738023056) 
$r5(-924925606) -> $r5(1738023056) 
$r6(-924925606) -> $r6(1738023056) 
$r7(-924925606) -> $r7(1738023056) 
$r8(-924925606) -> $r8(1738023056) 
$r9(-924925606) -> $r9(1738023056) 
$r10(-924925606) -> $r10(1738023056) 
$r11(-924925606) -> $r11(1738023056) 
$r14(-924925606) -> $r14(1738023056) 
$r15(-924925606) -> $r15(1738023056) 
$r16(-924925606) -> $r16(1738023056) 
$r17(-924925606) -> $r17(1738023056) 
$r18(-924925606) -> $r18(1738023056) 
$r19(-924925606) -> $r19(1738023056) 
0(1738023056) -> 0(1134013868) 
this(1738023056) -> this(1134013868) 
bestActiveNode(1738023056) -> bestActiveNode(1134013868) 
par(1738023056) -> par(1134013868) 
textDiff(1738023056) -> textDiff(1134013868) 
$r0(1738023056) -> $r0(1134013868) 
$r1(1738023056) -> $r1(1134013868) 
$r3(1738023056) -> $r3(1134013868) 
$r4(1738023056) -> $r4(1134013868) 
$r5(1738023056) -> $r5(1134013868) 
$r6(1738023056) -> $r6(1134013868) 
$r7(1738023056) -> $r7(1134013868) 
$r8(1738023056) -> $r8(1134013868) 
$r9(1738023056) -> $r9(1134013868) 
$r10(1738023056) -> $r10(1134013868) 
$r11(1738023056) -> $r11(1134013868) 
$r14(1738023056) -> $r14(1134013868) 
$r15(1738023056) -> $r15(1134013868) 
$r16(1738023056) -> $r16(1134013868) 
$r17(1738023056) -> $r17(1134013868) 
$r18(1738023056) -> $r18(1134013868) 
$r19(1738023056) -> $r19(1134013868) 
0(1134013868) -> 0(453712351) 
this(1134013868) -> this(453712351) 
bestActiveNode(1134013868) -> bestActiveNode(453712351) 
par(1134013868) -> $r17(453712351) 
par(1134013868) -> par(453712351) 
textDiff(1134013868) -> textDiff(453712351) 
$r0(1134013868) -> $r0(453712351) 
$r1(1134013868) -> $r1(453712351) 
$r3(1134013868) -> $r3(453712351) 
$r4(1134013868) -> $r4(453712351) 
$r5(1134013868) -> $r5(453712351) 
$r6(1134013868) -> $r6(453712351) 
$r7(1134013868) -> $r7(453712351) 
$r8(1134013868) -> $r8(453712351) 
$r9(1134013868) -> $r9(453712351) 
$r10(1134013868) -> $r10(453712351) 
$r11(1134013868) -> $r11(453712351) 
$r14(1134013868) -> $r14(453712351) 
$r15(1134013868) -> $r15(453712351) 
$r16(1134013868) -> $r16(453712351) 
$r18(1134013868) -> $r18(453712351) 
$r19(1134013868) -> $r19(453712351) 
0(453712351) -> 0(-453712351) 
this(453712351) -> this(-453712351) 
bestActiveNode(453712351) -> bestActiveNode(-453712351) 
par(453712351) -> par(-453712351) 
textDiff(453712351) -> textDiff(-453712351) 
$r0(453712351) -> $r0(-453712351) 
$r1(453712351) -> $r1(-453712351) 
$r3(453712351) -> $r3(-453712351) 
$r4(453712351) -> $r4(-453712351) 
$r5(453712351) -> $r5(-453712351) 
$r6(453712351) -> $r6(-453712351) 
$r7(453712351) -> $r7(-453712351) 
$r8(453712351) -> $r8(-453712351) 
$r9(453712351) -> $r9(-453712351) 
$r10(453712351) -> $r10(-453712351) 
$r11(453712351) -> $r11(-453712351) 
$r14(453712351) -> $r14(-453712351) 
$r15(453712351) -> $r15(-453712351) 
$r16(453712351) -> $r16(-453712351) 
$r17(453712351) -> $r17(-453712351) 
$r19(453712351) -> $r19(-453712351) 
0(-453712351) -> 0(1976536407) 
this(-453712351) -> this(1976536407) 
bestActiveNode(-453712351) -> bestActiveNode(1976536407) 
par(-453712351) -> par(1976536407) 
textDiff(-453712351) -> textDiff(1976536407) 
$r0(-453712351) -> $r0(1976536407) 
$r1(-453712351) -> $r1(1976536407) 
$r3(-453712351) -> $r3(1976536407) 
$r4(-453712351) -> $r4(1976536407) 
$r5(-453712351) -> $r5(1976536407) 
$r6(-453712351) -> $r6(1976536407) 
$r7(-453712351) -> $r7(1976536407) 
$r8(-453712351) -> $r8(1976536407) 
$r9(-453712351) -> $r9(1976536407) 
$r10(-453712351) -> $r10(1976536407) 
$r11(-453712351) -> $r11(1976536407) 
$r14(-453712351) -> $r14(1976536407) 
$r15(-453712351) -> $r15(1976536407) 
$r16(-453712351) -> $r16(1976536407) 
$r17(-453712351) -> $r17(1976536407) 
$r18(-453712351) -> $r18(1976536407) 
$r19(-453712351) -> $r19(1976536407) 
0(1976536407) -> 0(222857006) 
this(1976536407) -> this(222857006) 
bestActiveNode(1976536407) -> bestActiveNode(222857006) 
par(1976536407) -> par(222857006) 
textDiff(1976536407) -> textDiff(222857006) 
$r0(1976536407) -> $r0(222857006) 
$r1(1976536407) -> $r1(222857006) 
$r3(1976536407) -> $r3(222857006) 
$r4(1976536407) -> $r4(222857006) 
$r5(1976536407) -> $r5(222857006) 
$r6(1976536407) -> $r6(222857006) 
$r7(1976536407) -> $r7(222857006) 
$r8(1976536407) -> $r8(222857006) 
$r9(1976536407) -> $r9(222857006) 
$r10(1976536407) -> $r10(222857006) 
$r11(1976536407) -> $r11(222857006) 
$r14(1976536407) -> $r14(222857006) 
$r15(1976536407) -> $r15(222857006) 
$r16(1976536407) -> $r16(222857006) 
$r17(1976536407) -> $r17(222857006) 
$r18(1976536407) -> $r18(222857006) 
$r19(1976536407) -> $r19(222857006) 
0(222857006) -> 0(346219474) 
this(222857006) -> this(346219474) 
bestActiveNode(222857006) -> bestActiveNode(346219474) 
par(222857006) -> par(346219474) 
textDiff(222857006) -> textDiff(346219474) 
$r0(222857006) -> $r0(346219474) 
$r1(222857006) -> $r1(346219474) 
$r3(222857006) -> $r3(346219474) 
$r4(222857006) -> $r4(346219474) 
$r5(222857006) -> $r5(346219474) 
$r6(222857006) -> $r6(346219474) 
$r7(222857006) -> $r7(346219474) 
$r8(222857006) -> $r8(346219474) 
$r9(222857006) -> $r9(346219474) 
$r10(222857006) -> $r10(346219474) 
$r11(222857006) -> $r11(346219474) 
$r14(222857006) -> $r14(346219474) 
$r15(222857006) -> $r15(346219474) 
$r16(222857006) -> $r16(346219474) 
$r17(222857006) -> $r17(346219474) 
$r18(222857006) -> $r18(346219474) 
$r19(222857006) -> $r19(346219474) 
0(346219474) -> 0(1765339905) 
this(346219474) -> this(1765339905) 
bestActiveNode(346219474) -> bestActiveNode(1765339905) 
par(346219474) -> par(1765339905) 
textDiff(346219474) -> textDiff(1765339905) 
$r0(346219474) -> $r0(1765339905) 
$r1(346219474) -> $r1(1765339905) 
$r3(346219474) -> $r3(1765339905) 
$r4(346219474) -> $r4(1765339905) 
$r5(346219474) -> $r5(1765339905) 
$r6(346219474) -> $r6(1765339905) 
$r7(346219474) -> $r7(1765339905) 
$r8(346219474) -> $r8(1765339905) 
$r9(346219474) -> $r9(1765339905) 
$r10(346219474) -> $r10(1765339905) 
$r11(346219474) -> $r11(1765339905) 
$r14(346219474) -> $r14(1765339905) 
$r15(346219474) -> $r15(1765339905) 
$r16(346219474) -> $r16(1765339905) 
$r17(346219474) -> $r17(1765339905) 
$r18(346219474) -> $r18(1765339905) 
$r19(346219474) -> $r19(1765339905) 
0(1765339905) -> 0(682855630) 
this(1765339905) -> this(682855630) 
bestActiveNode(1765339905) -> bestActiveNode(682855630) 
par(1765339905) -> par(682855630) 
textDiff(1765339905) -> textDiff(682855630) 
$r0(1765339905) -> $r0(682855630) 
$r1(1765339905) -> $r1(682855630) 
$r3(1765339905) -> $r3(682855630) 
$r4(1765339905) -> $r4(682855630) 
$r5(1765339905) -> $r5(682855630) 
$r6(1765339905) -> $r6(682855630) 
$r7(1765339905) -> $r7(682855630) 
$r8(1765339905) -> $r8(682855630) 
$r9(1765339905) -> $r9(682855630) 
$r10(1765339905) -> $r10(682855630) 
$r11(1765339905) -> $r11(682855630) 
$r14(1765339905) -> $r14(682855630) 
$r15(1765339905) -> $r15(682855630) 
$r16(1765339905) -> $r16(682855630) 
$r17(1765339905) -> $r17(682855630) 
$r18(1765339905) -> $r18(682855630) 
$r19(1765339905) -> $r19(682855630) 
0(682855630) -> 0(-682855630) 
this(682855630) -> this(-682855630) 
bestActiveNode(682855630) -> bestActiveNode(-682855630) 
par(682855630) -> par(-682855630) 
textDiff(682855630) -> textDiff(-682855630) 
$r0(682855630) -> $r0(-682855630) 
$r1(682855630) -> $r1(-682855630) 
$r3(682855630) -> $r3(-682855630) 
$r4(682855630) -> $r4(-682855630) 
$r5(682855630) -> $r5(-682855630) 
$r6(682855630) -> $r6(-682855630) 
$r7(682855630) -> $r7(-682855630) 
$r8(682855630) -> $r8(-682855630) 
$r9(682855630) -> $r9(-682855630) 
$r10(682855630) -> $r10(-682855630) 
$r11(682855630) -> $r11(-682855630) 
$r14(682855630) -> $r14(-682855630) 
$r15(682855630) -> $r15(-682855630) 
$r16(682855630) -> $r16(-682855630) 
$r17(682855630) -> $r17(-682855630) 
$r18(682855630) -> $r18(-682855630) 
0(-682855630) -> 0(410831477) 
this(-682855630) -> this(410831477) 
bestActiveNode(-682855630) -> bestActiveNode(410831477) 
par(-682855630) -> par(410831477) 
textDiff(-682855630) -> textDiff(410831477) 
$r0(-682855630) -> $r0(410831477) 
$r1(-682855630) -> $r1(410831477) 
$r3(-682855630) -> $r3(410831477) 
$r4(-682855630) -> $r4(410831477) 
$r5(-682855630) -> $r5(410831477) 
$r6(-682855630) -> $r6(410831477) 
$r7(-682855630) -> $r7(410831477) 
$r8(-682855630) -> $r8(410831477) 
$r9(-682855630) -> $r9(410831477) 
$r10(-682855630) -> $r10(410831477) 
$r11(-682855630) -> $r11(410831477) 
$r14(-682855630) -> $r14(410831477) 
$r15(-682855630) -> $r15(410831477) 
$r16(-682855630) -> $r16(410831477) 
$r17(-682855630) -> $r17(410831477) 
$r18(-682855630) -> $r18(410831477) 
$r19(-682855630) -> $r19(410831477) 
0(410831477) -> 0(684708834) 
this(410831477) -> this(684708834) 
bestActiveNode(410831477) -> bestActiveNode(684708834) 
par(410831477) -> par(684708834) 
textDiff(410831477) -> textDiff(684708834) 
$r0(410831477) -> $r0(684708834) 
$r1(410831477) -> $r1(684708834) 
$r3(410831477) -> $r3(684708834) 
$r4(410831477) -> $r4(684708834) 
$r5(410831477) -> $r5(684708834) 
$r6(410831477) -> $r6(684708834) 
$r7(410831477) -> $r7(684708834) 
$r8(410831477) -> $r8(684708834) 
$r9(410831477) -> $r9(684708834) 
$r10(410831477) -> $r10(684708834) 
$r11(410831477) -> $r11(684708834) 
$r14(410831477) -> $r14(684708834) 
$r15(410831477) -> $r15(684708834) 
$r16(410831477) -> $r16(684708834) 
$r17(410831477) -> $r17(684708834) 
$r18(410831477) -> $r18(684708834) 
$r19(410831477) -> $r19(684708834) 
0(684708834) -> 0(267051449) 
this(684708834) -> this(267051449) 
bestActiveNode(684708834) -> bestActiveNode(267051449) 
par(684708834) -> par(267051449) 
textDiff(684708834) -> textDiff(267051449) 
$r0(684708834) -> $r0(267051449) 
$r1(684708834) -> $r1(267051449) 
$r3(684708834) -> $r3(267051449) 
$r4(684708834) -> $r4(267051449) 
$r5(684708834) -> $r5(267051449) 
$r6(684708834) -> $r6(267051449) 
$r7(684708834) -> $r7(267051449) 
$r8(684708834) -> $r8(267051449) 
$r9(684708834) -> $r9(267051449) 
$r10(684708834) -> $r10(267051449) 
$r11(684708834) -> $r11(267051449) 
$r14(684708834) -> $r14(267051449) 
$r15(684708834) -> $r15(267051449) 
$r16(684708834) -> $r16(267051449) 
$r17(684708834) -> $r17(267051449) 
$r18(684708834) -> $r18(267051449) 
$r19(684708834) -> $r19(267051449) 
0(267051449) -> 0(1979738469) 
this(267051449) -> this(1979738469) 
bestActiveNode(267051449) -> bestActiveNode(1979738469) 
par(267051449) -> par(1979738469) 
textDiff(267051449) -> textDiff(1979738469) 
$r0(267051449) -> $r0(1979738469) 
$r1(267051449) -> $r1(1979738469) 
$r3(267051449) -> $r3(1979738469) 
$r4(267051449) -> $r4(1979738469) 
$r5(267051449) -> $r5(1979738469) 
$r6(267051449) -> $r6(1979738469) 
$r7(267051449) -> $r7(1979738469) 
$r8(267051449) -> $r8(1979738469) 
$r9(267051449) -> $r9(1979738469) 
$r10(267051449) -> $r10(1979738469) 
$r11(267051449) -> $r11(1979738469) 
$r14(267051449) -> $r14(1979738469) 
$r15(267051449) -> $r15(1979738469) 
$r16(267051449) -> $r16(1979738469) 
$r17(267051449) -> $r17(1979738469) 
$r18(267051449) -> $r18(1979738469) 
$r19(267051449) -> $r19(1979738469) 
0(1979738469) -> 0(352821865) 
this(1979738469) -> this(352821865) 
bestActiveNode(1979738469) -> bestActiveNode(352821865) 
par(1979738469) -> par(352821865) 
textDiff(1979738469) -> textDiff(352821865) 
